,text,prod_id,ubp_score
1522,wass kohlensaur farbstoff e 150d sussungsmittel cyclama acesulfamk aspartam sauerungsmittel e 338 natriumcitra naturlich arom inklusiv koffei,28907,A
1523,wass kohlensaur farbstoff e 150d sussungsmittel cyclama acesulfamk aspartam sauerungsmittel e 338 natriumcitra naturlich arom inklusiv koffei,28908,A
1524,wass zuck kohlensaur sauerungsmittel citronensaur naturlich aroma chini,28917,A
1525,kurbisk schal,28928,E
1526,sonnenblumenol basilikum 55 kartoffelflock nativ olivenol extra meersalz pinienk 05 zitronensaf okologisch landwirtschaf,28934,E
1527,zuck karott 23 pflanzenmargari palmol rapsol wass emulgator e 471 vollei bodenhaltung haselnuss 7 weizenstark aprikosenzubereitung zuck glucosesirup wass aprikosenpuree antioxidationsmittel ascorbinsaur liermittel pekti sauerungsmittel citronensaur sonnenblumenol konservierungsstoff e 202 arom weizenmehl marzipa zuck mandel feuchthaltemittel sorbi inverta glucosesirup wass farbstoff e 160 e 141 milchprotei enthal milchzuck dekor rohrohrzuck reis caramelzuck glucosesirup hartweizengriess huhnereieiweisspulv bodenhaltung backtriebmittel e 500 e 450 arom modifizier wachsmaisstark emulgator e 471 e 475 weizenprotei kochsalz jodier malzmehl rst kann nuss sesam soja enthal,28990,E
1528,wurz paprika 20 kreuzkummel chilli trock mus zwiebel 13 knoblauch 8 speisesalz maltodextri stark krau oregano majora hefeextrak paprikaextrak,29027,E
1529,vollmilch homogenisier pasteurisier schweiz rohrohrzuck mittel sudamerika himbeer 8 pol serbie bulgarie milchprotei maniokstark,29028,D
1530,magerquark zuck wass modifizier wachsmaisstark bourbonvanilleextrak naturlich aroma zitronensaftkonzentra extrahier vanillesam,29055,D
1531,magerquark zuck wass modifizier wachsmaisstark bourbo vanilleextrak 02 naturlich aroma zitronensaftkonzentra extrahier vanillesam,29055,D
1532,fettarm joghur 67 schokolier crispie zuck weizenvollkornmehl weizenmehl vollmilchpulv kakaobutt kakaomass sussmolkenpulv uberzugsmittel gummi arabicum glukosesirup emulgator sojalecithi speisesalz naturlich vanillearoma zuck farb konzentra karott kurbi apfel naturlich aroma naturlich vanillearoma kann schalenfruch erdnuss weiter glutenhaltig treid enthal,29112,E
1533,toma salz saureregulator zitronensaur,29139,E
1534,vollrahm laktosefrei verdickungsmittel e 407,29145,E
1535,zuck eiweiss butt weizenmehl mandel 10 dunkl schokoladencouvertur 95 zuck kakaomass kakaobutt eingesott butt gluko emulgator soja lecithi e322 vanillepulv haselnuss bittermandel,29195,E
1536,magermilch laktosefrei milchprotei laktosefrei,29198,C
1537,backtriebmittel diphospha e 450 natriumcarbona e 500 stark,29202,B
1538,zuck bio wass holunderblutenextrak bio sauerungsmittel zitronensaur,29230,C
1539,zuck wass holunderblutenextrak 31 sauerungsmittel citronensaur aus auslandisch bioproduktio aus schweiz bioproduktio,29230,C
1540,toma kochsalz,29231,E
1541,weizenmehl wass rapsol hef weizenprotei tafelessig kochsalz jodier zuck malzmehl rst mehlbehandlungsmittel ascorbinsaur ipsuiss qualita kann sesam eier milch soja enthal,29256,C
1542,pecannuss de kann schalenfruch nuss erdnuss enthal,29318,E
1543,cashewk herkunf sieh datierungsfeld aus auslandisch bioproduktio biozertifizier fairtradestandard handel,29319,E
1544,cranberrie zuck 60 cranberrie zuck sonenblumenol haselnuss cashewk mandelnpecannussr pinienk,29320,E
1545,cranberrie zuck 60 cranberrie zuck sonnenblumenol haselnuss cashewk mandel pecannuss pinienk de kann schalenfruch nuss erdnuss enthal,29320,E
1546,gru oliv 51 griechenla wass kochsalz zitronensaf aus auslandisch bioproduktio,29357,D
1547,gru oliv 51 griechenla wass kochsalz zitronensaf aus auslandisch bioproduktio,29357,D
1548,walnuss entschal aus auslandisch bioproduktio,29360,E
1549,walnuss de kann schalenfruch nuss erdnuss enthal,29360,E
1550,wass hartweizengriess vollei 11 freilandhaltung kochsalz weizenkleb sonnenblumenol,29423,D
1551,zuck himbeersaf konzentra konservierungsmittel e202 wass farb fruchtsaf sauerungsmittel citronensaur antioxidationsmittel schwefeloxid,29426,C
1552,zuck schweiz himbeersaf konzentra 30 wass farb fruchtsaf holu sauerungsmittel citronensaur konservierungsmittel e202 antioxidationsmittel schwefeldioxid enthal sulfi,29426,C
1553,schweinefleisch 35 eis rindfleisch 17 speck kas 7 schwar nitritpokelsalz kochsalz konservierungsstoff e 250 wurz stabilisator e 450 e 451 e 452 antioxidationsmittel e 300 e 301 sonnenblumenol kochsalz jodier sauerungsmittel e262 wursthull rinderdarm,29549,E
1554,wass 27 fruchtwei wass glukosesirup 33 kiwisaf konzentra zuck 7 apfelsaf konzentra kohlensaur sauerungsmittel zitronensaur naturlich aroma farb konzentra apfel konservierungsmittel e202,29551,C
1555,treid 29 hafer weiz reis sonnenblum palmol zuck glukosesirup sojak apfel trock 63 feuchthaltemittel sorbitsirup rohrzuck roh traubenzuck brombeer trock 39 magermilchpulv sauerungsmittel citronensaur arom kochsalz rstenmalzextrak,29564,E
1556,treid 29 hafer weiz reis sonnenblum palmol zuck glukosesirup sojak apfel trock 63 feuchthaltemittel sorbitsirup rohrzuck roh traubenzuck brombeer trock 39 magermilchpulv sauerungsmittel citronensaur arom kochsalz rstenmalzextrak kann enthal nuss,29564,E
1557,kartoffel sonnenblumenol kochsalz 1,29589,E
1558,kartoffel sonnenblumenol kochsalz,29589,E
1559,zartbitterschokolad 60 rohrohrzuck kakaomass kakaobutteremulgator sojalecithi reiswaffel 40 vollkornrei 997 meersalz biologisch landwirtschaf kann spur milch nuss sesam enthal kann spur milch nuss sesam enthal,29627,D
1560,vollmilchschokolad 40 zuck vollmilchpulv kakaobutt kakaomass emulgator lecithi soja vanilli zuck magermilchpulv 18 palmol butterreinfett emulgator lecithi soja vanilli samtmilchbestandteil produk 33 samtkakaobestandteil produk 13,29634,E
1561,naturlich mineralwass volvic 96 zuck 38 sauerungsmittel citronensaur naturlich aroma teeextrak 02gl,29791,A
1562,mineralisatio mgl natrium 52 calcium 208 eise 001 magnesium 37 fluorid 006 kalium 19 chlorid 49 kieselsaur 10 bicarbona 239 sulfa 480 nitra 01 zusammensetzung entsprech ergebniss amtlich anerkann analy 28122010,29792,A
1563,wass zuck frukto sauerungsmittel citronensaur schwarzteeextrak 012 zitronensaf zitronensaftkonzentrat01 saureregulator natriumcitra naturlich arom antioxidationsmittel ascorbinsaur zitronengrasextrak 001 sussungsmittel steviolglycosid,29805,A
1564,wass mandel 7 meersalz biologisch landwirtschaf,29824,C
1565,wass sojaboh 8 rohrohrzuck seealg lithothamnium 04meersalz biologisch landwirtschaf,29825,A
1566,milcheiweiss 24 invertzuckersirup milchschokoladenkuvertur 20 zuck kakaobutt vollmilchpulv kakaomass emulgator sojalecithi aroma karamellfullung 135 glukosesirup palmfett zuck zuck kondensmagermilch dextro emulgator sojalecithi rapsol voll har salz naturlich aroma glukosesirup molkeneiweiss milch 5 sojacrispie 5 sojaeiweiss stark salz feuchthaltemittel glyceri aroma emulgator sojalecithi,29882,E
1567,calciumcaseina milch 22 dunkl schokoladenkuvertur 18 kakaomass zuck kakaobutt emulgator sojalecithi oligofruktosesirup invertzuckersirup fruktosesirup molkeneiweiss milch 8 magermilchpulv sojaeiweiss 2 naturlich orangenaroma emulgator sojalecithi kann enthal erdnuss haselnuss mandel glu,29890,E
1568,molkeneiweissisola milch 16 loslich ballaststoff resi maltodextri oligofruktosesirup feuchthaltemittel glyceri milcheiweiss molkeneiweisscrispie milch 8 reismehl molkeneiweissisola milch emulgator lecithi hydrolisier molkeneiweiss milch pflanzlich ole fett koko fettarm kakaopulv 6 arom salz emulgator lecithi soja sussungsmittel sucralosekann enthal erdnuss glu haselnuss mandel,29901,E
1569,calciumcaseina milch 21 weiss schokolad 18 zuck kakaobutt vollmilchpulv emulgator sojalecithi aroma oligofruktosesirup invertzuckersirup fruktosesirup molkeneiweiss milch 8 magermilchpulv sojaeiweiss arom emulgator sojalecithinekann enthal erdnuss haselnuss mandel glu,29908,E
1570,calciumcaseina milch 22 weiss schokolad 18 zuck kakaobutt vollmilchpulv emulgator sojalecithi aroma oligofruktosesirup fruktosesirup invertzuckersirup molkeneiweiss milch 8 magermilchpulv sojaeiweiss naturlich zitronenaroma naturlich arom emulgator sojalecithinekann enthal erdnuss haselnuss mandel glu,29910,E
1571,ros erdnuss 22 glukosefruktosesirup sojacrispie 16 isolier sojaeiweiss stark salz sojaboh 12 maltodextri erbsenprotei 6 palmfett frukto kurbisk 45 feuchthaltemittel glyceri salz naturlich aroma vanilleextrak emulgator sojalecithi naturlich zutatkann enthal nuss milch glu,29916,E
1572,walbuss,29948,E
1573,weizenmehl mehrfruchtzubereitung 21 zuck gluco apfelpuree sauerungsmittel citronensaur wass zwetschgensaf konzentra kirschensaf konzentra himbeerpuree konzentra zitronensaftkonzentra liermittel pekti farb fruchtkonzentra holu invertzuckersirup naturlich arom pflanzenmargari palmol rapsol wass emulgator e 471 zuck gluco weizenprotei volleipulv bodenhaltung weizenstark backtriebmittel e 500 e 450 kochsalz palmfett naturlich arom malzmehl rst,30036,E
1574,weizenmehl mehrfruchtzubereitung 26 zuck gluco wass apfelpuree antioxidationsmittel citronensaur zwetschgensaf konzentra kirschensaf konzentra himbeerpuree konzentra zitronensaftkonzentra liermittel pekti farb fruchtkonzentra holunderbeer invertzuck naturlich arom saureregulator e 331 sauerungsmittel e 333 pflanzenmargari palmol rapsol wass emulgator e 471 zuck gluco weizenprotei volleipulv bodenhaltung weizenstark backtriebmittel e 500 e 450 malzmehl rst kochsalz palmfett naturlich arom trennmittel e 170 e 470a kann nuss sesam soja milch enthal,30036,E
1575,rahmjoghur magermilch rahm milchprotei aus pasteurisier magermilch rahm,30090,D
1576,mai osterreich ungar sonnenblumenol italie rumanie meersalz,30098,E
1577,wass sauerungsmittel zitronensaur kohlensaur tauri 400 mg100ml saureregulator natriumcitra arom aromastoff panax ginseng wurzelextrak 85mg100ml koffei 30mg100ml sussungsmittel sucralo acesulfamk konservierungsmittel sorbinsaur benzoesaur vitami niaci pantothensaur b6 b12 inosi 2mg100ml,30185,A
1578,sussholzwurzel 20 zitronengra lindenblu lavendel 14 orangenschal fenchel brombeerblatt indisch basilikum 5 aus auslandisch bioproduktio,30327,E
1579,wass knoblauch rot chili 14 schalott 12 zitronengra 11 rohrzuck kochsalz fischsauc sardellenextrak fisch kochsalz zuck galga kaffernlimettenschal 15 wurz koriandersam kreuzkummel kardamom sauerungsmittel zitronensaur,30336,E
1580,wass kohlensaur farbstoff e 150d naturlich arom inklusiv koffei zitronensaf zitronensaftkonzentra 01 sussungsmittel cyclama acesulfamk aspartam sauerungsmittel e 338 saureregulator natriumcitra,30363,A
1581,wass kohlensaur farbstoff e 150d naturlich arom inklusiv koffei zitronensaf zitronensaftkonzentra 01 sussungsmittel cyclama acesulfamk aspartam sauerungsmittel e 338 saureregulator natriumcitra enthal eine phenylalaninquell,30363,A
1582,wass mandelpa 8 italie spanie rohrohrzuck paraguay kochsalz all landwirtschaftlich stamm biologisch produktio,30411,C
1583,weisskohl 99 kochsalz acerola,30418,A
1584,wass rstenmalz weizenmalz hopf hef,30605,C
1585,abdampfrucksta 180°c 1084 mgl ph 71 teilwei entei,30655,A
1586,butt 79 vollmilchjogur bifidusbakterie 21 pasteurisier milch magermilchpulv aus schweiz bioproduktio,31045,E
1587,butt 79 vollmilchjoghur bifidusbakterie 21 pasteurisier milch magermilchpulv aus schweiz bioproduktio,31045,E
1588,kichererb wass kochsalz zitronensaftkonzentra,31060,C
1589,urdinkelmehl,31208,E
1590,urdinkelmehl ipsuiss qualita kann eier enthal,31208,E
1591,standardisier vollmilch,31212,C
1592,rapsol 54 palmol wass sonnenblumenol kochsalz 02 emulgator sonnenblumenlecithi naturlich aroma sauerungsmittel citronensaur vitami a d e farbstoff betacaroti,31222,E
1593,wass rapsol kokosol palmol buttermilch maltodextri emulgator e471 sonnenblumenol verdickungsmittel e401 kochsalz 05 konservierungsmittel e 202 sauerungsmittel citronensaur vitami vitamina vitami aroma farbstoff betacaroti,31249,E
1594,wass rapsol palmol buttermilch kokosol maltodextri emulgator e471 sonnenblumenol verdickungsmittel e401 kochsalz 05 konservierungsmittel e202 sauerungsmittel citronensaur naturlich aroma vitami a d e farbstoff betacaroti,31249,E
1595,trutenfleisch pouletfleisch pouletfett eis nitritpokelsalz kochsalz konservierungsmittel e 250 erb wurz glucosesirup stabilisator e 450 e 451 e 452 wurz traubenzuck sauerungsmittel e 262 antioxidatie e 301 e 300 wurzextrak hefeextrak schmacksverstark e 621 zuck hef,31252,E
1596,100 vollmilch,31253,C
1597,zuck erdbeersaf konzentra konservierungsmittel e202 wass naturlich aroma farb fruchtsaf saurungsmittel citronensaur antioxidationsmittel schwefeldioxid,31280,C
1598,zuck schweiz erdbeersaf konzentra 30 wass naturlich erdbeeraroma farb fruchtsaf holu sauerungsmittel citronensaur konservierungsmittel e202 antioxidationsmittel schwefeldioxid enthal sulfi,31280,C
1599,wass zuck orangensaf orangensaftkonzentra 3 kohlensaur citrusextrak sauerungsmittel citronensaur naturlich mangoaroma naturlich arom stabilisator e410 e414 e445 antioxidationsmittel ascorbinsaur farbstoff caroti,31370,A
1600,pflaum,31411,C
1601,hafervollkornflock glutenfrei,31415,C
1602,halbentrahm milch 15 milchfett arabicakaffee zuck fructo,31417,D
1603,gruyèr kas 74 wass schmelzsalz e 331 kochsalz,31423,E
1604,sojaboh wass calciumsulfa,31440,C
1605,sojaboh wass rinnungsmittel calciumsulfa,31440,C
1606,fleischerzeugni schwei rindfleisch 44 schweinefleisch schweiz speck schweiz wass rindfleisch schweiz schwar nitritpokelsalz kochsalz konservierungsstoff e 250 saureregulator e 262 pfefferextrak wurz kochsalz jodier antioxidationsmittel e 301 e 300 kas 13 schweiz rapsol wass essiggurk 6 gurk wass tafelessig kochsalz zwiebel 5 senf wass senfsam tafelessig kochsalz zuck rotweinessig wurz traubenzuck tafelessig eigelb bodenhaltung modifizier wachsmaisstark e 1422 musebouillo zuck wurz knoblauch,31475,E
1607,weissmehl weiz wass zuck hef rapsol sesam 2 weizenkleb kochsalz jodier ethanol traubenzuck emulgator e 471 e 472 sauerungsmittel e 262 konservierungsstoff e 282 kartoffelstark rstenmalzmehl mehlbehandlungsmittel e 300 enthal glu sesam,31509,C
1608,heidelbeer,31583,C
1609,kartoffelpulv 61 sonnenblumenol kartoffelstark kochsalz modifizier kartoffelstark zwiebelpulvermilcherzeugniss sauerrahm zuck hefeextrak naturlich aroma butterfett sussmolkenpulv knoblauchpulv petersilie emulgator e471 sauerungsmittel milchsaur milchprotei wurz wurzextrak,31587,E
1610,mineralsalz 1495 mgl calcium 300 mgl magnesium 75 mgl natrium 4 mgl silicium 65 mgl bicarbona 245 mgl nitra 15 mgl sulfa 840 mgl kalium 25 mgl,31590,A
1611,naturlich mineralwass aquella kohlensaur,31590,A
1612,fruch 36 brombeer apfel himbeer erdbeer johannisbeer magermilchjoghur haferflock zuck rahm milch zitronenkonzentra reisstark holundersaftkonzentra,31650,D
1613,sultani sonnenblumenol,31651,E
1614,vollmilchjoghur vollmilch magermilchpulv milchprotei rohrzuck roh 75 himbeer 75 maisstark farb holundersaf naturlich arom zitronensaf aus schweiz bioproduktio aus auslandisch bioproduktio,31652,D
1615,sonnenblumenk schal,31654,E
1616,aus schweiz bioproduktio,31655,E
1617,lin 57 toma lauch sonnenblumenol apfelessig wass zwiebel petersilie zuck kochsalz musebouillo senf reisstark schwarz pfeff,31656,E
1618,rubenzuck aus auslandisch bioproduktio aus schweiz bioproduktio,31657,A
1619,zuck kakaobutt 14 magermilchpulv kakaomass butterreinfett weizenmehl molkenerzeugni reisstark emulgator lecithi fruch pflanzenkonzentra farberdistel rettich schwarz karott zitro hibisku spirulinakonzentra uberzugsmittel carnaubawach bienenwach weiss naturlich vanillearoma,31660,E
1620,weizenmehl vollkornmehl weiz 24 wass roggenschro 5 weizenprotei meersalz trock vollkornsauerteig rogg olivenol malzmehl rogg sonnenblumenk 08 haferflock leinsam 08 sesam 08 hir hef hartweizengriess vollkornmehl rogg malzmehl rst aus schweiz bioproduktio aus auslandisch bioproduktio,31661,C
1621,vollmilchjoghur vollmilch ch magermilchpulv milchprotei kirsche88 zuck kirschensaf konzentra tapiokastark zitronensaftkonzentra naturlich aroma aus schweiz bioproduktio aus auslandisch bioproduktio,31663,D
1622,wass haferflock 10 sonnenblumenk 10 dinkelflock 8 leinsam 7 pflanzlich nahrungsfa psyllium citru hafer apfel weiz kurbisk 3 sesam 3 roggenkor kartoffelstark weizenkeim kochsalz malzextrak rst weizenglu kann soja nuss enthal,31664,C
1623,roggenschro wass vollkornsauerteig rogg meersalz aus schweiz bioproduktio aus auslandisch bioproduktio kann soja eier milch sesam enthal,31665,C
1624,weizenmehl pflanzenmargari palmol wass sauerungsmittel citronensaur wass ethanol meersalz inaktivier hef weizenprotei sauerungsmittel citronensaur aus schweiz bioproduktio aus auslandisch bioproduktio kann nuss sesam soja eier milch enthal,31666,E
1625,vollmilch 35 fett rahm zuck weizengriess 6 milchprotei aroma vedickungsmittel e407,31687,E
1626,vollmilch 35 fett rahm zuck weizengriess 6 milchprotei aroma verdickungsmittel e 407,31687,E
1627,weizenmehl zuck pflanzlich ole palm rap sonnenblum feuchthaltemittel e 422 sorbi fettarm kakao glucosefructosesirup eiweisspulv bodenhaltung butt magermilchpulv mandel haselnuss haferflock wurz arom backtriebmittel e 503 kakaomass kochsalz emulgator sojalecithi rstenmalzextrak kann nuss sesam enthal,31702,E
1628,weizenmehl wass weizenspross 6 roggenmehl sauerteig weiz weizenprotei olivenol meersalz hef hartweizengriess tafelessig kochsalz puff weiz malzmehl rst aus schweiz bioproduktio aus auslandisch bioproduktio kann sesam enthal,31710,C
1629,naturlich mineralwass aproz fruchtsaf konzentra orang 5 aas 3 mango 2 zuck sauerungsmittel citronensaur naturlich arom farbstoff caroti antioxidationsmittel ascorbinsaur naturlich orangenaroma,31715,A
1630,ruchmehl weiz wass weizenprotei kochsalz jodier hef malzmehl rst mehlbehandlungsmittel ascorbinsaur ipsuiss qualita,31716,C
1631,brombeer osteuropa johannisbeer osteuropa himbeer osteuropa heidelbeer osteuropa nordamerika,31733,C
1632,weizenvollkornmehl 48 weizenmehl zuck pflanzlich ole palm sonnenblum butt 6 magermilchpulv backtriebmittel ammoniumcarbona natriumcarbona meersalz rstenmalz aus schweiz bioproduktio aus auslandisch bioproduktio kann sesam enthal,31734,E
1633,honig aus auslandisch bioproduktio,31735,E
1634,reis koch 69 reis wass reisessig zuck kochsalz trehalo glukosequell sonnenblumenol flusskreb procambaru clarkii 19 dill kochsalz mayonnai sonnenblumenol eigelb pasteurisier bodenhaltung senf wass weissweinessig tafelessig jodier kochsalz wurz enthal soja aroma sauerungsmittel citronensaur sesamsam wurzmischung dashi enthal schmacksverstark e 631 mononatriumglutama sauerungsmittel e 363 fisch alg nori zitronensaf konservierungsstoff kaliummetabisulfi wurzmischung shishimi enthal sesam,31737,D
1635,weizenmehl zuck pflanzlich ole palm rap kandissirup backtriebmittel natriumhydrogencarbona sojamehl salz zim zertifizier palmol nachhaltig anbau,31739,E
1636,rostkaffee,31744,E
1637,vollmilchjoghur vollmilch magermilchpulv milchprotei zwetschg 93 rohrzuck 92 zitronensaftkonzentra aus schweiz bioproduktio aus auslandisch bioproduktio,31766,D
1638,toma 70 tomatensaf 30 aus auslandisch bioproduktio,31767,E
1639,limett,31770,C
1640,borlotti boh,31771,C
1641,wass kohlensaur sauerungsmittel citronensaur apfelsaur arom saureregulator e 331 sussungsmittel aspartam acesulfamk konservierungsmittel e211 enthal phenylalaninquell,31772,A
1642,100 maisstark,31780,C
1643,leinsam schro,31814,E
1644,leinsam aus auslandisch bioproduktio kann enthal glu,31814,E
1645,kartoffel 41 sonnenblumenol kartoffel 25 blau stgall meersalz 11,31817,E
1646,kartoffel 41 sonnenblumenol kartoffel 25 blau st gall meersalz 11,31817,E
1647,weizenmehl wass hef rapsol zuck weizenprotei tafelessig kochsalz jodier malzmehl rst mehlbehandlungsmittel ascorbinsaur ipsuiss qualita kann sesam eier milch soja enthal,31818,C
1648,alkoholessig farbstoff e 150c antioxidationsmittel kaliummetabisulfi,31837,D
1649,apfel 90 zuck antioxidationsmittel ascorbinsaur sauerungsmittel citronensaur,31838,B
1650,butt pasteurisier rahm aus schweiz bioproduktio,31839,E
1651,rostkaffee,31841,E
1652,karott 74 orangensaf konzentra wass zuck rapsol weinessig krau kochsalz modifizier maisstark streuwurz wurzextrak,31842,E
1653,wass erb 33 karott 33 meersalz aus auslandisch bioproduktio vorha hulsenfruch darau wonn erzeugniss umbellifera anisdillkummelkerbelkreuzkummelkorianderliebstockelmyrrhepetersilieselleriefenchelkarotteangelika darau,31843,B
1654,regenbogenforell oncorhynchu mykiss kochsalz aus zertifizier bioproduktio enthal fisch,31844,E
1655,regenbogenforell oncorhynchu mykiss kochsalz aus zertifizier bioproduktio enthal fisch,31844,E
1656,butt kochsalz jodier 2,31846,E
1657,zuck weizenmehl haselnuss 13 invertzuckersirup kakaomass roggenmehl kakaobutt eiweiss freilandhaltung fruchtzuck aprikosenpuree apfelsaf traubenzuck feuchthaltemittel sorbi orangenschal wurz glucosefructosesirup backtriebmittel e 503 e 501 e 500 butterreinfett liermittel pekti magermilchpulv naturlich arom volleipulv bodenhaltung emulgator sojalecithi kochsalz sauerungsmittel citronensaur sonnenblumenol saureregulator e 331 e 333 rstenmalz kann mandel nuss sesam enthal,31847,E
1658,weiz aus auslandisch bioproduktio,31848,C
1659,schweiz hartka vollfett rohmilch hergestell,31849,E
1660,kartoffel,31851,E
1661,aas 53 vietnam aassaf aus auslandisch bioproduktio,31914,A
1662,vollkornhartweizengriess aus auslandisch bioproduktio,31915,E
1663,weizenmehl wass haferklei 5 sojaschro 3 weizenprotei hef meersalz roggenschro 1 sesam 1 leinsam 05 acerolapulv maniokstark verdickungsmittel guarkernmehl malzmehl rst aus schweiz bioproduktio aus auslandisch bioproduktio kann nuss eier milch enthal,31916,C
1664,kein,31917,E
1665,weizenmehl zuck eier bodenhaltung backtriebmittel e 500 e 503 glukosesirup naturlich arom kochsalz,31922,E
1666,wass dinkelschro vollkornsauerteig dinkel dinkelflock vollkornmehl dinkel roggenschro hef meersalz trock sauerteig rogg aus schweiz bioproduktio aus auslandisch bioproduktio kann soja eier milch sesam enthal,31925,C
1667,aus italienisch bioproduktio,31926,E
1668,weizenmehl wass sonnenblumenol hef weizenprotei tafelessig meersalz zuck acerolapulv malzmehl rst stoff erzeugniss allergie unvertraglichkei auslo glu,31927,C
1669,rohrzuck vollmilchpulv kakaobutt kakaomass vanilleextrak kakao 34 mind kann haselnuss mandel soja spur schalenfruch nuss enthal,31928,E
1670,vollkornmehl dinkel 36 weizenmehl wass butt vollei roggenmehl hef feuchthaltemittel glyceri meersalz weizenprotei magermilchpulv zuck verdickungsmittel guarkernmehl acerolapulv maniokstark malzmehl rst aus schweiz bioproduktio aus auslandisch bioproduktio kann nuss sesam soja enthal,31933,C
1671,weizenmehl wass roggenmehl 5 weizenprotei sonnenblumenol hef sonnenblumenk 2 leinsam 2 sesam 15 haferflock 15 meersalz trock sauerteig weiz acerolapulv maniokstark malzmehl rst aus schweiz bioproduktio aus auslandisch bioproduktio kann nuss soja eier milch enthal,31935,C
1672,sojaboh 95 china rstenmalzextrak aus auslandisch bioproduktio aus schweiz bioproduktio,31937,E
1673,wass mehrfruchtsaf konzentra 12 orang 10 zitro mandari grapefrui zuck fruchtfleisch 2 orang mandari kohlensaur orangenschalenextrak naturlich orangenaroma,31939,A
1674,wass mehrfruchtsaf konzentra 12 orang 10 zitro mandari grapefrui fruchtfleisch 2 orang mandari kohlensaur sussungsmittel acesulfam k sucralo orangenschalenextrak naturlich orangenarom,31940,A
1675,anana,32046,A
1676,weisskohl weisswei apfelmark wacholderbeer wurz wurz kochsalz rapsol antioxidationsmittel ascorbinsaur,32063,A
1677,mai wass meersalz zitronensaf biologisch landwirtschaf,32065,B
1678,texturier sojakonzentra 40 wass zwiebel pflanzlich ole rapsol sonnenblum knoblauch weizenprotei 6 verdickungsmittel e 461 paprikaflock streuwurz jodier kochsalz arom erbsenfa chili rstenmalz,32088,E
1679,quark halbfett zuck 9 saf puree konzentra 63 apfel himbeer apriko wass molk modifizier wachsmaisstark saureregulator calciumlacta wachsmaisstark holunderbeerenkonzentra zitronensaftkonzentra arom vitami d,32119,E
1680,pfeff schwarz pfeff weiss pfeff gru pfeff rosa,32120,E
1681,atlantisch lach salmo salar meersalz,32124,E
1682,apfel,32126,C
1683,wildlach sockey roter lach oncorhynchu nerka 97 meersalz,32127,E
1684,wildlach sockey roter lach oncorhynchu nerka 97 meersalz,32127,E
1685,teilentrahm milch zuck 36 aroma farbstoff caroti,32129,D
1686,pflanzlich ole palm sonnenblum weizenmehl weisswei schmacksverstark mononatriumglutama dinatriuminosina dinatriumguanyla speisesalz zuck tomatenpulv kartoffelstark rindfleischextrak arom soja verdickungsmittel guarkernmehl zwiebelpulv hefeextrak farbstoff ammoniakzuckerkulor randenpulv wurz paprika pfeff nelk sauerungsmittel citronensaur kann spur milch ei sellerie senf enthal,32357,E
1687,zuck glukosesirup kakaobutt vollmilchpulv kakaomass sonnenblumenol magermilchpulv milchzuck sussmolkenpulv milch fettarm kakao butterreinfett milch rstenmalzextrak salz emulgator sojalecithi huhnereitrockeneiweiss palmfett milcheiweisshydrolysa naturlich vanilleextrak kann enthal erdnuss haselnuss,32720,E
1688,mai zucker37 rstenmalz glukosesirup salz,32747,D
1689,milch salz kultur lab,32843,E
1690,weichka 94 panad weizenmehl sonnenblumenol modifizier weizenstark kochsalz weizenstark,32878,E
1691,je sor zuck kakaobutt kakaomass vollmilchpulv pflanzlich fett palmfett shea haselnuss mandel sahnepulv milchzuck molkenerzeugni buttermilchpulv butterreinfett dextro magermilchpulv mager kakao emulgator lecithi soja frukto glukosesirup kaffee invertzuckersirup arom salz,33094,E
1692,feinkristallzuck,33179,A
1693,kalium 17700mg calzium 3000mg phosphor 2500mg magnesium 1800mg eise 150mg a rethinol 3700µg b1 thiami 020 mg b2 riboflavi 009 mg niaci 040mg c ascorbi 1600mg,33191,A
1694,dorsch kabeljau gadu morhua 75 butt 12 paniermehl weizenmehl wass kochsalz hef kurkuma paprika weisswei konservierungsstoff schwefeldioxid alkohol verdampf weitgeh zubereitung kochsalz zwiebelpulv schmacksverstark mononatriumglutama petersilie wurz knoblaucharoma gratenfrei die gra wurd gross sorgfal entf in ausnahmefall trotzd vorkomm gra enthal,33220,E
1695,champigno,33234,C
1696,zuck arom musegetrock zwiebel knoblauch hefeextrak kochsalz krau wurz scwarz pfeff cayennepfeff ingw antioxidationsmittel e262 citronensaur trennmittel e551 e470b farbstoff e150a pflanzenol kuhl trock aufbewahr,33249,E
1697,sauerrahmkrauterzubereitung kochsalzzwiebelschnittlauchsenfzuckerpetersilieknochblauchpulvergewurz wurzextrak johannisbrotkernmehl,33527,E
1698,wass zuck kohlensaur farbstoff e150d aroma saurungsmittel phosphorsaur aroma koffei,33549,A
1699,weizenmehl wass mozzarella 9 tomatenkonzentra 5 hef weizenprotei kochsalz jodier zuck maisstark olivenol rapsol hartweizengriess wurz knoblauch streuwurz reis wurzextrak zitronensaftkonzentra malzmehl rst mehlbehandlungsmittel ascorbinsaur kann fisch enthal,33569,E
